store_name,category1,hashtag
에빗,양식,"특별한 날 가기 좋아요, 아늑해요, 특별한 메뉴가 있어요, 가성비가 좋아요, 코스요리가 알차요, 매장이 청결해요, 음식이 맛있어요, 화장실이 깨끗해요, 친절해요, 주차하기 편해요, 단체모임 하기 좋아요, 매장이 넓어요, 메뉴 구성이 알차요, 재료가 신선해요, 비싼 만큼 가치있어요, 대화하기 좋아요, 인테리어가 멋져요"
터치더스카이,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
식당네오,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
리북방,한식,"특별한 날 가기 좋아요, 잡내가 적어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 컨셉이 독특해요, 음식이 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 친절해요, 주차하기 편해요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 재료가 신선해요, 인테리어가 멋져요"
달리아 다이닝,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 디저트가 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 커피가 맛있어요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 사진이 잘 나와요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
중앙가속기,기타,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
중앙감속기,기타,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요"
쵸이닷,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요"
파브리키친,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 디저트가 맛있어요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
진진,중식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
